Price,Close,High,Low,Open,Volume
Ticker,ACT.F,ACT.F,ACT.F,ACT.F,ACT.F
Date,,,,,
2022-12-01,18.161195755004883,18.161195755004883,18.161195755004883,18.161195755004883,0
2022-12-02,18.06993293762207,18.06993293762207,18.02430248835795,18.02430248835795,150
2022-12-05,17.020416259765625,17.56799033255468,17.020416259765625,17.56799033255468,347
2022-12-06,16.518476486206055,16.518476486206055,16.518476486206055,16.518476486206055,0
2022-12-07,15.651482582092285,15.651482582092285,15.651482582092285,15.651482582092285,0
2022-12-08,15.697114944458008,15.697114944458008,15.697114944458008,15.697114944458008,0
2022-12-09,15.468958854675293,15.468958854675293,15.468958854675293,15.468958854675293,0
2022-12-12,15.697114944458008,15.697114944458008,15.697114944458008,15.697114944458008,400
2022-12-13,15.2864351272583,15.2864351272583,15.149542026495523,15.149542026495523,500
2022-12-14,15.012648582458496,15.19517213240527,15.012648582458496,15.19517213240527,70
2022-12-15,14.830121994018555,14.830121994018555,14.830121994018555,14.830121994018555,0
2022-12-16,14.875752449035645,14.875752449035645,14.875752449035645,14.875752449035645,0
2022-12-19,14.784491539001465,14.921384624592399,14.784491539001465,14.921384624592399,200
2022-12-20,14.328179359436035,14.328179359436035,14.236917591620722,14.236917591620722,1
2022-12-21,14.373811721801758,14.373811721801758,14.373811721801758,14.373811721801758,0
2022-12-22,14.419442176818848,14.419442176818848,14.419442176818848,14.419442176818848,0
2022-12-23,14.419442176818848,14.419442176818848,14.419442176818848,14.419442176818848,0
2022-12-27,14.145655632019043,14.145655632019043,14.145655632019043,14.145655632019043,0
2022-12-28,14.282548904418945,14.282548904418945,14.282548904418945,14.282548904418945,0
2022-12-29,14.100024223327637,14.100024223327637,14.100024223327637,14.100024223327637,0
2022-12-30,14.510704040527344,14.510704040527344,14.510704040527344,14.510704040527344,10
2023-01-02,16.290319442749023,16.290319442749023,15.286433884298846,15.286433884298846,170
2023-01-03,16.01653289794922,16.01653289794922,16.01653289794922,16.01653289794922,0
2023-01-04,16.244688034057617,16.244688034057617,16.244688034057617,16.244688034057617,0
2023-01-05,15.83400821685791,15.83400821685791,15.83400821685791,15.83400821685791,0
2023-01-06,15.925271034240723,15.925271034240723,15.925271034240723,15.925271034240723,0
2023-01-09,15.742745399475098,15.742745399475098,15.742745399475098,15.742745399475098,0
2023-01-10,15.742745399475098,15.742745399475098,15.742745399475098,15.742745399475098,0
2023-01-11,15.742745399475098,15.742745399475098,15.742745399475098,15.742745399475098,0
2023-01-12,15.788375854492188,15.788375854492188,15.788375854492188,15.788375854492188,0
2023-01-13,15.970901489257812,15.970901489257812,15.970901489257812,15.970901489257812,0
2023-01-16,16.335948944091797,16.335948944091797,16.335948944091797,16.335948944091797,0
2023-01-17,16.42721176147461,16.42721176147461,16.42721176147461,16.42721176147461,0
2023-01-18,16.290319442749023,16.290319442749023,16.290319442749023,16.290319442749023,0
2023-01-19,16.290319442749023,16.290319442749023,16.290319442749023,16.290319442749023,0
2023-01-20,16.290319442749023,16.290319442749023,16.290319442749023,16.290319442749023,0
2023-01-23,16.290319442749023,16.290319442749023,16.290319442749023,16.290319442749023,0
2023-01-24,16.609737396240234,16.609737396240234,16.609737396240234,16.609737396240234,0
2023-01-25,17.385467529296875,17.385467529296875,16.929156027313333,16.929156027313333,1000
2023-01-26,17.248573303222656,17.248573303222656,17.248573303222656,17.248573303222656,0
2023-01-27,17.567991256713867,17.567991256713867,17.567991256713867,17.567991256713867,0
2023-01-30,17.65925407409668,17.65925407409668,17.65925407409668,17.65925407409668,0
2023-01-31,17.294204711914062,17.294204711914062,17.294204711914062,17.294204711914062,0
2023-02-01,17.385467529296875,17.385467529296875,17.385467529296875,17.385467529296875,0
2023-02-02,17.43109893798828,17.43109893798828,17.385466745433217,17.385466745433217,0
2023-02-03,17.52235984802246,17.52235984802246,17.52235984802246,17.52235984802246,0
2023-02-06,17.52235984802246,17.52235984802246,17.52235984802246,17.52235984802246,0
2023-02-07,17.796146392822266,17.841776841143236,17.4767280325054,17.4767280325054,635
2023-02-08,15.925271034240723,16.83789397624443,15.925271034240723,16.83789397624443,150
2023-02-09,16.335948944091797,16.335948944091797,16.335948944091797,16.335948944091797,0
2023-02-10,16.518476486206055,16.518476486206055,16.518476486206055,16.518476486206055,0
2023-02-13,16.700998306274414,16.700998306274414,16.700998306274414,16.700998306274414,0
2023-02-14,16.746631622314453,16.746631622314453,16.746631622314453,16.746631622314453,0
2023-02-15,16.564105987548828,16.564105987548828,16.564105987548828,16.564105987548828,0
2023-02-16,16.381582260131836,16.381582260131836,16.381582260131836,16.381582260131836,0
2023-02-17,16.381582260131836,16.381582260131836,16.381582260131836,16.381582260131836,0
2023-02-20,16.244688034057617,16.244688034057617,16.244688034057617,16.244688034057617,0
2023-02-21,16.88352394104004,16.88352394104004,16.88352394104004,16.88352394104004,0
2023-02-22,16.929155349731445,16.929155349731445,16.929155349731445,16.929155349731445,0
2023-02-23,16.88352394104004,16.88352394104004,16.88352394104004,16.88352394104004,0
2023-02-24,17.385467529296875,17.385467529296875,17.339837075374618,17.339837075374618,1
2023-02-27,16.837894439697266,16.837894439697266,16.837894439697266,16.837894439697266,0
2023-02-28,18.43498420715332,18.43498420715332,17.02041759631054,17.02041759631054,495
2023-03-01,17.978670120239258,18.434981526938834,17.978670120239258,18.434981526938834,150
2023-03-02,18.982555389404297,18.982555389404297,17.933039415497475,17.933039415497475,150
2023-03-03,18.526243209838867,18.526243209838867,18.526243209838867,18.526243209838867,0
2023-03-06,17.887409210205078,18.343720660768014,17.841777020734757,18.343720660768014,457
2023-03-07,17.704885482788086,17.841778581796383,17.704885482788086,17.841778581796383,99
2023-03-08,17.385467529296875,17.385467529296875,17.385467529296875,17.385467529296875,0
2023-03-09,17.11168098449707,17.431099377679057,17.11168098449707,17.431099377679057,150
2023-03-10,16.88352394104004,17.02041703026181,16.88352394104004,17.02041703026181,60
2023-03-13,17.294204711914062,17.61362133548199,17.294204711914062,17.61362133548199,440
2023-03-14,17.157310485839844,17.157310485839844,17.157310485839844,17.157310485839844,0
2023-03-15,17.157310485839844,17.385466219644577,17.157310485839844,17.385466219644577,35
2023-03-16,17.157310485839844,17.157310485839844,17.157310485839844,17.157310485839844,0
2023-03-17,17.294204711914062,17.294204711914062,17.294204711914062,17.294204711914062,0
2023-03-20,17.202943801879883,17.202943801879883,17.202943801879883,17.202943801879883,0
2023-03-21,17.294204711914062,17.294204711914062,17.294204711914062,17.294204711914062,0
2023-03-22,17.339834213256836,17.339834213256836,17.339834213256836,17.339834213256836,0
2023-03-23,17.43109893798828,17.43109893798828,17.43109893798828,17.43109893798828,0
2023-03-24,17.65925407409668,17.65925407409668,17.65925407409668,17.65925407409668,0
2023-03-27,17.52235984802246,17.52235984802246,17.52235984802246,17.52235984802246,0
2023-03-28,17.43109893798828,17.43109893798828,17.43109893798828,17.43109893798828,0
2023-03-29,17.476730346679688,17.476730346679688,17.476730346679688,17.476730346679688,0
2023-03-30,17.65925407409668,17.65925407409668,17.65925407409668,17.65925407409668,0
2023-03-31,17.567991256713867,17.567991256713867,17.567991256713867,17.567991256713867,0
2023-04-03,17.750516891479492,17.750516891479492,17.750516891479492,17.750516891479492,30
2023-04-04,17.385467529296875,17.385467529296875,17.385467529296875,17.385467529296875,0
2023-04-05,17.567991256713867,17.567991256713867,17.567991256713867,17.567991256713867,0
2023-04-06,17.476730346679688,17.476730346679688,17.476730346679688,17.476730346679688,0
2023-04-11,17.887409210205078,17.887409210205078,17.887409210205078,17.887409210205078,0
2023-04-12,17.476730346679688,17.476730346679688,17.385467697263213,17.385467697263213,522
2023-04-13,17.339834213256836,17.339834213256836,17.339834213256836,17.339834213256836,0
2023-04-14,17.43109893798828,17.43109893798828,17.33983629356831,17.33983629356831,200
2023-04-17,17.385467529296875,17.385467529296875,17.385467529296875,17.385467529296875,0
2023-04-18,17.248573303222656,17.61362213289121,17.202942852272887,17.202942852272887,950
2023-04-19,17.157310485839844,17.202942677014853,17.157310485839844,17.202942677014853,49
