date,close,high,low,open,volume,shares_owned,daily_return,cumulative_return,MSMIF_position
2023-06-08,19.049999237060547,19.1200008392334,19.049999237060547,19.1200008392334,230,100,0.0005251219040147692,-0.038364474980851604,1905.0
2023-06-09,19.389999389648438,19.420000076293945,19.079999923706055,19.079999923706055,3073,100,0.01784777775352575,-0.02120141785041474,1939.0
2023-06-12,19.829999923706055,20.0,19.389999389648438,19.389999389648438,125,100,0.022692137591944217,0.0010096142505235939,1983.0
2023-06-13,20.5,20.760000228881836,20.139999389648438,20.139999389648438,291,100,0.03378719510195172,0.03483092138613553,2050.0
2023-06-14,20.440000534057617,20.459999084472656,20.260000228881836,20.260000228881836,3000,100,-0.002926803216701579,0.03180217491668036,2044.0
2023-06-15,19.65999984741211,20.299999237060547,19.450000762939453,20.299999237060547,309,100,-0.03816050226348344,-0.007571914314694728,1966.0
2023-06-16,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,0,100,-0.011190199138452761,-0.018677382224106753,1944.0
2023-06-19,19.450000762939453,19.450000762939453,18.959999084472656,18.959999084472656,165,100,0.0005144150518059387,-0.01817257509884518,1945.0
2023-06-20,19.049999237060547,19.1299991607666,19.049999237060547,19.1299991607666,190,100,-0.020565630343885588,-0.03836447498085138,1905.0
2023-06-21,18.950000762939453,18.950000762939453,18.790000915527344,18.790000915527344,150,100,-0.0052492639436201305,-0.04341235366923857,1895.0
2023-06-22,18.389999389648438,18.389999389648438,18.25,18.25,190,100,-0.0295515224667543,-0.07168097499120163,1839.0
2023-06-23,18.280000686645508,18.280000686645508,18.209999084472656,18.209999084472656,150,100,-0.005981441362355233,-0.0772336608048505,1828.0
2023-06-26,18.540000915527344,18.540000915527344,18.329999923706055,18.329999923706055,324,100,0.01422320673498545,-0.06410896439439218,1854.0
2023-06-27,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,0,100,-0.010787527133936159,-0.07420491433539533,1834.0
2023-06-28,18.579999923706055,18.579999923706055,18.309999465942383,18.309999465942383,210,100,0.013086137901928918,-0.06208983217546027,1858.0
2023-06-29,18.81999969482422,18.81999969482422,18.690000534057617,18.690000534057617,125,100,0.012917102911930156,-0.04997475001552498,1882.0
2023-06-30,18.809999465942383,18.809999465942383,18.809999465942383,18.809999465942383,0,100,-0.000531361798299379,-0.05047955714078656,1881.0
2023-07-03,19.0,19.0,19.0,19.0,0,100,0.01010103878001889,-0.040888414325044975,1900.0
2023-07-04,18.93000030517578,18.93000030517578,18.93000030517578,18.93000030517578,0,100,-0.0036841944644325775,-0.04442196791976183,1893.0
2023-07-05,19.59000015258789,19.610000610351562,19.59000015258789,19.610000610351562,25,100,0.03486528456270843,-0.01110546790941136,1959.0
2023-07-06,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,0,100,-0.016334849021527265,-0.027258910789324964,1927.0
2023-07-07,18.709999084472656,18.709999084472656,18.5,18.68000030517578,75,100,-0.029060786714480757,-0.055527532111288136,1871.0
2023-07-10,18.5,18.549999237060547,18.5,18.549999237060547,400,100,-0.011223896031450575,-0.06612819289543859,1850.0
2023-07-11,18.8700008392334,19.0,18.6299991607666,18.6299991607666,128,100,0.02000004536396749,-0.04745071438921711,1887.0
2023-07-12,19.0,19.0,18.829999923706055,18.829999923706055,500,100,0.0068891974024885005,-0.040888414325044975,1900.0
2023-07-13,20.479999542236328,20.479999542236328,19.760000228881836,19.760000228881836,392,100,0.07789471274928039,0.03382130713561238,2048.0
2023-07-14,21.0,21.0,20.479999542236328,20.479999542236328,567,100,0.02539064791926693,0.06007069995652903,2100.0
2023-07-17,21.0,21.0,20.979999542236328,20.979999542236328,100,100,0.0,0.06007069995652903,2100.0
2023-07-18,21.100000381469727,21.100000381469727,20.739999771118164,20.739999771118164,465,100,0.004761922927129847,0.06511867492703072,2110.0
2023-07-19,20.8799991607666,20.8799991607666,20.81999969482422,20.81999969482422,350,100,-0.01042659794908496,0.05401311073550441,2088.0
2023-07-20,20.459999084472656,21.18000030517578,20.459999084472656,21.18000030517578,1899,100,-0.02011494699114369,0.03281169288508923,2046.0
2023-07-21,20.399999618530273,20.399999618530273,20.280000686645508,20.280000686645508,80,100,-0.0029325253483475366,0.02978294641563406,2040.0
2023-07-24,20.420000076293945,20.81999969482422,20.420000076293945,20.700000762939453,714,100,0.0009804146145917514,0.03079256066615721,2042.0
2023-07-25,20.700000762939453,20.700000762939453,20.299999237060547,20.299999237060547,343,100,0.01371208058762785,0.044926871327138906,2070.0
2023-07-26,20.600000381469727,20.600000381469727,20.579999923706055,20.579999923706055,350,100,-0.004830936124831653,0.03987889635663722,2060.0
2023-07-27,20.8799991607666,20.8799991607666,20.200000762939453,20.200000762939453,572,100,0.013592173500576399,0.05401311073550463,2088.0
2023-07-28,21.739999771118164,21.739999771118164,20.920000076293945,20.959999084472656,1000,100,0.04118777035046528,0.09742556068685815,2174.0
2023-07-31,21.559999465942383,21.760000228881836,21.34000015258789,21.639999389648438,1273,100,-0.008279682937941568,0.08833922499637814,2156.0
2023-08-01,21.100000381469727,21.360000610351562,21.100000381469727,21.360000610351562,318,100,-0.021335765114433358,0.06511867492703094,2110.0
2023-08-02,20.920000076293945,20.920000076293945,20.84000015258789,20.920000076293945,59,100,-0.008530819996281136,0.05603233923655093,2092.0
2023-08-03,20.3799991607666,21.739999771118164,19.899999618530273,20.760000228881836,1002,100,-0.02581266317198827,0.02877333216511091,2038.0
2023-08-04,19.450000762939453,20.1200008392334,19.170000076293945,20.1200008392334,174,100,-0.04563289676760551,-0.01817257509884518,1945.0
2023-08-07,19.979999542236328,19.979999542236328,19.520000457763672,19.709999084472656,705,100,0.027249293496520055,0.008581528565218877,1998.0
2023-08-08,19.530000686645508,19.920000076293945,19.530000686645508,19.670000076293945,63,100,-0.022522465760800192,-0.01413421437886675,1953.0
2023-08-09,19.219999313354492,19.729999542236328,18.799999237060547,19.520000457763672,915,100,-0.01587308563194223,-0.02978294641563295,1922.0
2023-08-10,19.020000457763672,19.139999389648438,18.959999084472656,18.959999084472656,505,100,-0.010405768092398238,-0.039878800074521825,1902.0
2023-08-11,19.0,19.229999542236328,18.959999084472656,18.959999084472656,110,100,-0.001051548753013165,-0.040888414325044975,1900.0
2023-08-14,18.760000228881836,18.790000915527344,18.59000015258789,18.59000015258789,1695,100,-0.012631566900956015,-0.05300349648498015,1876.0
2023-08-15,18.209999084472656,18.709999084472656,18.209999084472656,18.709999084472656,905,100,-0.029317757873074446,-0.08076731068168164,1821.0
2023-08-16,18.149999618530273,18.350000381469727,18.149999618530273,18.170000076293945,230,100,-0.0032948637539220726,-0.08379605715113692,1815.0
2023-08-17,17.75,18.06999969482422,17.690000534057617,18.06999969482422,3655,100,-0.022038546938694892,-0.10398786075102895,1775.0
2023-08-18,17.270000457763672,17.59000015258789,17.219999313354492,17.59000015258789,1238,100,-0.027042227731624124,-0.1282180250708993,1727.0
2023-08-21,17.399999618530273,17.399999618530273,17.3700008392334,17.399999618530273,200,100,0.0075274555483964,-0.12165572500672728,1740.0
2023-08-22,17.639999389648438,17.81999969482422,17.360000610351562,17.360000610351562,1025,100,0.01379309059654088,-0.1095406428467921,1764.0
2023-08-23,17.329999923706055,17.549999237060547,17.329999923706055,17.549999237060547,58,100,-0.017573666477806005,-0.12518927860144413,1733.0
2023-08-24,17.09000015258789,17.959999084472656,17.09000015258789,17.700000762939453,963,100,-0.013848803933914855,-0.1373043607613793,1709.0
2023-08-25,17.06999969482422,17.139999389648438,16.850000381469727,17.100000381469727,741,100,-0.001170301789648831,-0.13831397501190246,1707.0
2023-08-28,17.06999969482422,17.1200008392334,17.06999969482422,17.1200008392334,60,100,0.0,-0.13831397501190246,1707.0
2023-08-29,17.860000610351562,17.860000610351562,17.030000686645508,17.030000686645508,140,100,0.04628007789401889,-0.0984350786552658,1786.0
2023-08-30,17.799999237060547,17.809999465942383,17.799999237060547,17.809999465942383,200,100,-0.0033595392631867727,-0.10146392140683536,1780.0
2023-08-31,17.790000915527344,17.84000015258789,17.6200008392334,17.639999389648438,288,100,-0.0005617034809971555,-0.10196863224998265,1779.0
2023-09-01,17.8799991607666,17.8799991607666,17.8799991607666,17.8799991607666,0,100,0.005058923024602313,-0.09742556068685693,1788.0
2023-09-04,17.649999618530273,17.649999618530273,17.469999313354492,17.469999313354492,58,100,-0.01286350967739458,-0.10903583572153053,1765.0
2023-09-05,17.40999984741211,17.40999984741211,17.299999237060547,17.299999237060547,152,100,-0.013597721037126531,-0.1211509178814657,1741.0
2023-09-06,17.139999389648438,17.170000076293945,17.06999969482422,17.170000076293945,307,100,-0.015508354975879324,-0.1347804214171856,1714.0
2023-09-07,16.440000534057617,16.770000457763672,16.440000534057617,16.770000457763672,300,100,-0.040840074709312946,-0.17011605364646798,1644.0
2023-09-08,16.56999969482422,16.56999969482422,16.420000076293945,16.450000762939453,255,100,0.007907491273938305,-0.16355375358229596,1657.0
2023-09-11,16.280000686645508,16.59000015258789,16.280000686645508,16.530000686645508,310,100,-0.01750144921664032,-0.17819277508642484,1628.0
2023-09-12,16.040000915527344,16.25,16.040000915527344,16.25,95,100,-0.014742000061157001,-0.19030785724636,1604.0
2023-09-13,15.869999885559082,15.869999885559082,15.869999885559082,15.869999885559082,0,100,-0.01059856734819098,-0.19888943395263559,1587.0
2023-09-14,16.239999771118164,16.239999771118164,16.049999237060547,16.09000015258789,458,100,0.023314422698626824,-0.18021200358747114,1624.0
2023-09-15,15.880000114440918,16.31999969482422,15.880000114440918,16.31999969482422,900,100,-0.022167466856587215,-0.1983846268273739,1588.0
2023-09-18,15.869999885559082,15.869999885559082,15.75,15.75,80,100,-0.0006297373305899079,-0.19888943395263547,1587.0
2023-09-19,15.3100004196167,15.430000305175781,15.3100004196167,15.430000305175781,5856,100,-0.03528667107628369,-0.22715795899248425,1531.0
2023-09-20,15.569999694824219,15.569999694824219,15.470000267028809,15.470000267028809,200,100,0.01698231666110095,-0.21403331072308307,1557.0
2023-09-21,15.390000343322754,15.40999984741211,15.390000343322754,15.40999984741211,100,100,-0.011560652217693979,-0.22311959827250583,1539.0
2023-09-22,15.34000015258789,15.34000015258789,15.289999961853027,15.289999961853027,100,100,-0.0032488752189376857,-0.22564358575775667,1534.0
2023-09-25,14.899999618530273,15.289999961853027,14.899999618530273,15.289999961853027,644,100,-0.028683215754948255,-0.247854617858695,1490.0
2023-09-26,14.670000076293945,14.880000114440918,14.670000076293945,14.880000114440918,300,100,-0.015436211283542,-0.2594648928933686,1467.0
2023-09-27,14.859999656677246,14.859999656677246,14.329999923706055,14.329999923706055,55,100,0.012951573237571568,-0.24987379821868416,1486.0
2023-09-28,14.90999984741211,14.90999984741211,14.800000190734863,14.800000190734863,150,100,0.0033647504636646897,-0.24734981073343343,1491.0
2023-09-29,15.260000228881836,15.619999885559082,15.260000228881836,15.300000190734863,1051,100,0.02347420422881319,-0.2296819464777351,1526.0
2023-10-02,15.4399995803833,15.699999809265137,15.4399995803833,15.699999809265137,650,100,0.011795501232089611,-0.22059565892831234,1544.0
2023-10-03,15.479999542236328,15.539999961853027,15.40999984741211,15.5,3300,100,0.00259067117487799,-0.21857647856832318,1548.0
2023-10-04,15.069999694824219,15.069999694824219,15.029999732971191,15.029999732971191,100,100,-0.026485779039815083,-0.2392730892934768,1507.0
2023-10-05,15.520000457763672,15.520000457763672,15.520000457763672,15.520000457763672,0,100,0.029860701529675904,-0.21655725006727689,1552.0
2023-10-06,15.09000015258789,15.260000228881836,15.09000015258789,15.239999771118164,1800,100,-0.027706204413201485,-0.23826347504295364,1509.0
2023-10-09,15.069999694824219,15.069999694824219,15.069999694824219,15.069999694824219,0,100,-0.0013254113692133807,-0.2392730892934768,1507.0
2023-10-10,15.100000381469727,15.140000343322754,14.930000305175781,14.930000305175781,800,100,0.001990755623957341,-0.23775866791769207,1510.0
2023-10-11,15.770000457763672,15.779999732971191,15.0600004196167,15.0600004196167,1309,100,0.044370864858795045,-0.20393736078208002,1577.0
2023-10-12,16.399999618530273,16.399999618530273,15.609999656677246,15.609999656677246,1690,100,0.03994921639057081,-0.1721352821475144,1640.0
2023-10-13,16.209999084472656,16.420000076293945,16.209999084472656,16.420000076293945,620,100,-0.011585398687627757,-0.18172642496325586,1621.0
2023-10-16,15.539999961853027,15.850000381469727,15.5,15.850000381469727,660,100,-0.04133245900435689,-0.21554768395781065,1554.0
2023-10-17,15.510000228881836,15.510000228881836,15.470000267028809,15.470000267028809,350,100,-0.0019304847519198143,-0.21706205719253824,1551.0
2023-10-18,15.319999694824219,15.319999694824219,15.319999694824219,15.319999694824219,0,100,-0.012250195438669897,-0.22665320000827982,1532.0
2023-10-19,14.65999984741211,15.130000114440918,14.65999984741211,14.869999885559082,4182,100,-0.04308093084591158,-0.2599697000186302,1466.0
2023-10-20,14.880000114440918,14.880000114440918,14.399999618530273,14.630000114440918,995,100,0.015006839653388226,-0.248864183968161,1488.0
2023-10-23,14.449999809265137,14.670000076293945,14.1899995803833,14.670000076293945,1300,100,-0.02889786974923947,-0.27057040894383777,1445.0
2023-10-24,14.630000114440918,14.630000114440918,14.520000457763672,14.520000457763672,800,100,0.012456768688700492,-0.26148407325335776,1463.0
2023-10-25,14.520000457763672,14.520000457763672,14.520000457763672,14.520000457763672,0,100,-0.007518773466629547,-0.2670368072080638,1452.0
2023-10-26,14.220000267028809,14.220000267028809,14.069999694824219,14.069999694824219,175,100,-0.02066116950943042,-0.28218068397851126,1422.0
2023-10-27,14.279999732971191,14.279999732971191,14.119999885559082,14.119999885559082,100,100,0.004219371646672965,-0.279151937509056,1428.0
2023-10-30,14.279999732971191,14.510000228881836,14.15999984741211,14.15999984741211,3105,100,0.0,-0.279151937509056,1428.0
2023-10-31,14.430000305175781,14.430000305175781,14.220000267028809,14.220000267028809,750,100,0.010504241947445703,-0.27157997505330367,1443.0
2023-11-01,14.25,14.449999809265137,14.25,14.449999809265137,101,100,-0.012474033358905623,-0.2806663107437837,1425.0
2023-11-02,16.31999969482422,16.709999084472656,15.109999656677246,15.109999656677246,3813,100,0.14526313647889255,-0.1761736428674926,1632.0
2023-11-03,17.969999313354492,17.969999313354492,16.360000610351562,16.40999984741211,2261,100,0.10110291969267382,-0.0928823928416167,1797.0
2023-11-06,18.040000915527344,18.149999618530273,18.0,18.0,420,100,0.003895470497921938,-0.08934874296478568,1804.0
2023-11-07,18.450000762939453,18.450000762939453,17.8700008392334,17.8700008392334,317,100,0.022727263115558616,-0.06865213223963218,1845.0
2023-11-08,18.309999465942383,18.309999465942383,18.219999313354492,18.219999313354492,220,100,-0.007588145864920071,-0.07571933571118017,1831.0
2023-11-09,18.399999618530273,18.399999618530273,17.989999771118164,18.239999771118164,542,100,0.00491535528197562,-0.07117616786594017,1840.0
2023-11-10,18.049999237060547,18.25,18.049999237060547,18.25,200,100,-0.01902176025684521,-0.0888440321216385,1805.0
2023-11-13,18.190000534057617,18.190000534057617,18.040000915527344,18.040000915527344,300,100,0.007756304870618402,-0.0817768286500905,1819.0
2023-11-14,18.100000381469727,18.100000381469727,18.100000381469727,18.100000381469727,0,100,-0.004947781745216595,-0.08631999649533051,1810.0
2023-11-15,19.059999465942383,19.059999465942383,18.649999618530273,18.649999618530273,3500,100,0.053038622333703156,-0.03785966785558981,1906.0
2023-11-16,18.649999618530273,18.739999771118164,18.450000762939453,18.739999771118164,674,100,-0.021511010435478872,-0.058556278580743304,1865.0
2023-11-17,18.950000762939453,19.1200008392334,18.809999465942383,18.809999465942383,437,100,0.01608585257616335,-0.04341235366923857,1895.0
2023-11-20,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,200,100,-0.008970979918186295,-0.05199388223445689,1878.0
2023-11-21,18.579999923706055,18.579999923706055,18.579999923706055,18.579999923706055,0,100,-0.010649667498770277,-0.062089832175459936,1858.0
2023-11-22,18.440000534057617,18.440000534057617,18.200000762939453,18.200000762939453,900,100,-0.00753495103462376,-0.06915693936489364,1844.0
2023-11-23,18.440000534057617,18.440000534057617,18.100000381469727,18.229999542236328,700,100,0.0,-0.06915693936489364,1844.0
2023-11-24,18.18000030517578,18.190000534057617,18.18000030517578,18.190000534057617,107,100,-0.01409979508415038,-0.08228163577535197,1818.0
2023-11-27,18.729999542236328,18.729999542236328,18.040000915527344,18.040000915527344,477,100,0.030252982828826713,-0.054517917860764764,1873.0
2023-11-28,18.979999542236328,18.979999542236328,18.770000457763672,18.770000457763672,800,100,0.01334757106834128,-0.041898028575568014,1898.0
2023-11-29,19.450000762939453,19.450000762939453,18.93000030517578,18.93000030517578,35,100,0.024762973237024033,-0.018172575098844845,1945.0
2023-11-30,19.229999542236328,19.399999618530273,19.229999542236328,19.290000915527344,75,100,-0.011311116301975788,-0.029278139290371263,1923.0
2023-12-01,19.5,19.5,19.34000015258789,19.350000381469727,1110,100,0.01404058576135947,-0.015648635754651252,1950.0
2023-12-04,20.139999389648438,20.5,20.139999389648438,20.5,4485,100,0.03282048152043271,0.016658250005175956,2014.0
2023-12-05,20.18000030517578,20.18000030517578,19.75,19.75,750,100,0.001986142837119509,0.018677478506222256,2018.0
2023-12-06,20.079999923706055,20.260000228881836,19.950000762939453,19.950000762939453,200,100,-0.004955420215929207,0.013629503535720788,2008.0
2023-12-07,19.440000534057617,19.969999313354492,19.420000076293945,19.969999313354492,390,100,-0.03187247968526463,-0.01867738222410631,1944.0
2023-12-08,19.329999923706055,19.360000610351562,19.280000686645508,19.280000686645508,170,100,-0.005658467455227134,-0.024230164319869463,1933.0
2023-12-11,19.530000686645508,19.700000762939453,19.530000686645508,19.700000762939453,75,100,0.010346650994766726,-0.014134214378866305,1953.0
2023-12-12,19.459999084472656,19.459999084472656,19.459999084472656,19.459999084472656,0,100,-0.003584311301162324,-0.01766786425569744,1946.0
2023-12-13,19.329999923706055,19.469999313354492,19.290000915527344,19.469999313354492,577,100,-0.00668032717793543,-0.024230164319869463,1933.0
2023-12-14,20.15999984741211,20.15999984741211,19.65999984741211,19.65999984741211,200,100,0.04293843388422136,0.017667864255699328,2016.0
2023-12-15,19.760000228881836,19.760000228881836,19.760000228881836,19.760000228881836,0,100,-0.019841251069335764,-0.002523939344192705,1976.0
2023-12-18,18.899999618530273,19.610000610351562,18.399999618530273,19.610000610351562,3920,100,-0.04352229759059201,-0.04593638929554611,1890.0
2023-12-19,19.65999984741211,19.65999984741211,18.770000457763672,18.770000457763672,500,100,0.04021165313340558,-0.0075719143146940615,1966.0
2023-12-20,19.90999984741211,20.040000915527344,19.540000915527344,19.540000915527344,195,100,0.012716175073262281,0.0050479749705028,1991.0
2023-12-21,19.719999313354492,19.719999313354492,19.719999313354492,19.719999313354492,0,100,-0.009542970141323881,-0.0045431678452387825,1972.0
2023-12-22,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,0,100,0.020284053742741337,0.015648732036767532,2012.0
2023-12-27,20.520000457763672,20.739999771118164,20.1200008392334,20.1200008392334,1285,100,0.01988069591678565,0.03584053563665934,2052.0
2023-12-28,20.420000076293945,20.420000076293945,20.139999389648438,20.139999389648438,750,100,-0.004873312828406529,0.030792560666157653,2042.0
2023-12-29,20.3799991607666,20.3799991607666,20.299999237060547,20.299999237060547,150,100,-0.001958908686478522,0.028773332165111354,2038.0
2024-01-02,20.059999465942383,20.399999618530273,20.059999465942383,20.399999618530273,324,100,-0.015701653974561913,0.012619889285197639,2006.0
2024-01-03,19.149999618530273,19.56999969482422,19.149999618530273,19.56999969482422,100,100,-0.04536390187632333,-0.03331650001034947,1915.0
2024-01-04,18.639999389648438,18.940000534057617,18.639999389648438,18.940000534057617,445,100,-0.026631866268464033,-0.059061085706004546,1864.0
2024-01-05,18.770000457763672,18.770000457763672,18.6200008392334,18.709999084472656,247,100,0.0069743064577261205,-0.05249868935971813,1877.0
2024-01-08,18.899999618530273,18.899999618530273,18.739999771118164,18.739999771118164,118,100,0.00692590077763322,-0.04593638929554611,1890.0
2024-01-09,19.030000686645508,19.270000457763672,19.030000686645508,19.079999923706055,350,100,0.006878363531170439,-0.039373992949259806,1903.0
2024-01-10,18.270000457763672,18.6299991607666,18.209999084472656,18.6299991607666,587,100,-0.03993695225745175,-0.07773846793011174,1827.0
2024-01-11,18.200000762939453,18.31999969482422,18.200000762939453,18.31999969482422,25,100,-0.003831400824868214,-0.08127202152482849,1820.0
2024-01-12,18.600000381469727,18.600000381469727,18.270000457763672,18.270000457763672,400,100,0.021978000096834593,-0.061080217924936564,1860.0
2024-01-15,18.329999923706055,18.790000915527344,18.299999237060547,18.790000915527344,1777,100,-0.014516153345494609,-0.07470972146065658,1833.0
2024-01-16,18.469999313354492,18.469999313354492,18.239999771118164,18.239999771118164,720,100,0.007637719052435932,-0.06764261427122287,1847.0
2024-01-17,17.68000030517578,18.110000610351562,17.510000228881836,18.110000610351562,3097,100,-0.04277201069561021,-0.10752141434574525,1768.0
2024-01-18,18.459999084472656,18.459999084472656,17.690000534057617,17.690000534057617,850,100,0.04411757725301246,-0.06814742139648433,1846.0
2024-01-19,19.3799991607666,19.489999771118164,18.469999313354492,18.469999313354492,2900,100,0.049837493061838156,-0.021706224975675648,1938.0
2024-01-22,20.219999313354492,20.520000457763672,19.549999237060547,19.549999237060547,2119,100,0.04334366300120429,0.020696610725154718,2022.0
2024-01-23,20.15999984741211,20.15999984741211,20.15999984741211,20.15999984741211,0,100,-0.002967332738866846,0.01766786425569955,2016.0
2024-01-24,21.579999923706055,21.81999969482422,20.1200008392334,20.1200008392334,2635,100,0.07043651225405267,0.08934883924690173,2158.0
2024-01-25,22.15999984741211,22.15999984741211,21.68000030517578,22.059999465942383,1569,100,0.026876734279730696,0.11862697853727378,2216.0
2024-01-26,21.760000228881836,22.219999313354492,21.239999771118164,22.079999923706055,3345,100,-0.01805052442619881,0.09843517493738174,2176.0
2024-01-29,21.81999969482422,22.280000686645508,21.780000686645508,22.280000686645508,4035,100,0.0027573283690844885,0.10146392140683691,2182.0
2024-01-30,21.459999084472656,22.0,21.18000030517578,22.0,2640,100,-0.016498653317440493,0.0832912500258769,2146.0
2024-01-31,21.260000228881836,21.260000228881836,21.260000228881836,21.260000228881836,0,100,-0.009319611562123908,0.07319539636698802,2126.0
2024-02-01,20.920000076293945,20.920000076293945,20.920000076293945,20.920000076293945,0,100,-0.015992481134877834,0.056032339236551154,2092.0
2024-02-02,21.979999542236328,22.100000381469727,21.15999984741211,21.15999984741211,1444,100,0.05066919034783135,0.10954064284679355,2198.0
2024-02-05,22.0,22.139999389648438,21.719999313354492,21.979999542236328,2075,100,0.0009099389526938673,0.11055025709731692,2200.0
2024-02-06,21.780000686645508,22.15999984741211,21.780000686645508,22.15999984741211,450,100,-0.009999968788840574,0.09944478918790489,2178.0
2024-02-07,22.040000915527344,22.040000915527344,21.639999389648438,21.639999389648438,250,100,0.011937567524561876,0.11256948559836322,2204.0
2024-02-08,22.15999984741211,22.15999984741211,21.920000076293945,21.920000076293945,690,100,0.005444597409259844,0.11862697853727355,2216.0
2024-02-09,23.0,23.3799991607666,22.1200008392334,22.1200008392334,4699,100,0.03790614433086237,0.16102981423810392,2300.0
2024-02-12,23.0,23.200000762939453,22.899999618530273,23.100000381469727,857,100,0.0,0.16102981423810392,2300.0
2024-02-13,21.6200008392334,22.81999969482422,20.600000381469727,22.81999969482422,1347,100,-0.059999963511591425,0.09136806774794781,2162.0
2024-02-14,22.040000915527344,22.239999771118164,21.3799991607666,21.3799991607666,1200,100,0.019426459759047665,0.112569485598363,2204.0
2024-02-15,22.0,22.579999923706055,22.0,22.18000030517578,6950,100,-0.0018149234966302608,0.1105502570973167,2200.0
2024-02-16,22.639999389648438,22.639999389648438,21.979999542236328,21.979999542236328,450,100,0.02909088134765625,0.1428571428571439,2264.0
2024-02-19,22.260000228881836,22.579999923706055,22.260000228881836,22.579999923706055,430,100,-0.016784415680697662,0.12367495350777502,2226.0
2024-02-20,21.459999084472656,22.139999389648438,21.459999084472656,22.139999389648438,200,100,-0.035938954904914944,0.08329125002587667,2146.0
2024-02-21,21.540000915527344,21.940000534057617,21.540000915527344,21.540000915527344,122,100,0.0037279512799501813,0.0873297070279695,2154.0
