date,open,high,low,close,volume,shares_calculated,shares_actual,relative_daily_return,relative_cumulative_return,absolute_daily_return,asset_value_BoP,asset_value_EoP
2021-07-08,10.386947889634179,10.46167442055328,10.222550661844181,10.34211254119873,95577,101.09153191237837,75,,,,0.0,1045.5
2021-07-09,10.416837132991017,10.461673188792469,10.267384801394396,10.431782722473145,47489,101.09153191237837,75,0.008670393105586927,0.008670393105586927,9.059999999999945,1045.5,1054.56
2021-07-12,10.50650924459392,10.521454121431116,10.40189225615382,10.431782722473145,52261,101.09153191237837,75,0.0,0.008670393105586927,0.0,1054.56,1054.56
2021-07-13,10.386948157401093,10.491565160855771,10.386948157401093,10.461674690246582,19399,101.09153191237837,75,0.002865470703204087,0.011560708566220379,3.0299999999999727,1054.56,1057.59
2021-07-14,10.4915640645054,10.506509654570722,10.386947071983018,10.40189266204834,44696,101.09153191237837,75,-0.005714384165852238,0.005780262070391284,-6.0499999999999545,1057.59,1051.54
2021-07-15,10.476619751771253,10.476619751771253,10.29727622454562,10.386947631835938,104817,101.09153191237837,75,-0.0014367606644249964,0.004335196552793574,-1.509999999999991,1051.54,1050.03
2021-07-16,10.222550661844181,10.46167442055328,10.192660192005544,10.34211254119873,128560,101.09153191237837,75,-0.004316483747331845,0.0,-4.529999999999973,1050.03,1045.5
2021-07-19,10.267384671753868,10.446727467405351,10.237494205811954,10.327165603637695,124172,101.09153191237837,75,-0.0014452499430356314,-0.0014452499430356314,-1.509999999999991,1045.5,1043.99
2021-07-20,10.416837809690874,10.416837809690874,10.222550122316392,10.31222152709961,54424,101.09153191237837,75,-0.0014470646750180949,-0.0028902232479145473,-1.509999999999991,1043.99,1042.48
2021-07-21,10.312220857195848,10.476618778274595,10.312220857195848,10.431782722473145,27182,101.09153191237837,75,0.011594125965907365,0.008670393105586927,12.079999999999927,1042.48,1054.56
2021-07-22,10.461674690246582,10.53640122309207,10.416838628010282,10.461674690246582,43648,101.09153191237837,75,0.002865470703204087,0.011560708566220379,3.0299999999999727,1054.56,1057.59
2021-07-23,10.431783254948703,10.685852587954033,10.431783254948703,10.506509780883789,118501,101.09153191237837,75,0.004285651386102263,0.01589590511901373,4.529999999999973,1057.59,1062.12
2021-07-26,10.476619313038748,10.551345126328865,10.342111851413582,10.506509780883789,59645,101.09153191237837,75,0.0,0.01589590511901373,0.0,1062.12,1062.12
2021-07-27,10.491564077916825,10.491564077916825,10.357056617736816,10.357056617736816,19172,101.09153191237837,75,-0.014224815496664434,0.001444973304878916,-15.1099999999999,1062.12,1047.01
