date,open,high,low,close,volume,shares_owned,relative_daily_return,relative_cumulative_return,absolute_daily_return,asset_value_BoP,asset_value_EoP
2022-12-30,14.510704040527344,14.510704040527344,14.510704040527344,14.510704040527344,10,20,0.02912617813239371,-0.2010050309309357,8.20999999999998,282.0,290.21
2023-01-02,15.286433884298846,16.290319442749023,15.286433884298846,16.290319442749023,170,20,0.12264156151564687,-0.10301504028115971,35.60000000000002,290.21,325.81
2023-01-03,16.01653289794922,16.01653289794922,16.01653289794922,16.01653289794922,0,20,-0.01680670202705381,-0.11809039922190312,-5.480000000000018,325.81,320.33
2023-01-04,16.244688034057617,16.244688034057617,16.244688034057617,16.244688034057617,0,20,0.014244976585264135,-0.10552761760849949,4.560000000000002,320.33,324.89
2023-01-05,15.834006309509277,15.834006309509277,15.834006309509277,15.834006309509277,0,20,-0.02528098561741099,-0.1281407610429104,-8.20999999999998,324.89,316.68
2023-01-06,15.925271034240723,15.925271034240723,15.925271034240723,15.925271034240723,0,20,0.005763842892789306,-0.12311550136493488,1.829999999999984,316.68,318.51
2023-01-09,15.742745399475098,15.742745399475098,15.742745399475098,15.742745399475098,0,20,-0.011461383255153335,-0.13316581067429434,-3.659999999999968,318.51,314.85
2023-01-10,15.742745399475098,15.742745399475098,15.742745399475098,15.742745399475098,0,20,0.0,-0.13316581067429434,0.0,314.85,314.85
2023-01-11,15.742745399475098,15.742745399475098,15.742745399475098,15.742745399475098,0,20,0.0,-0.13316581067429434,0.0,314.85,314.85
2023-01-12,15.788375854492188,15.788375854492188,15.788375854492188,15.788375854492188,0,20,0.00289850682706283,-0.13065328585860225,0.9199999999999591,314.85,315.77
2023-01-13,15.970901489257812,15.970901489257812,15.970901489257812,15.970901489257812,0,20,0.01156076067911016,-0.12060297654924279,3.650000000000034,315.77,319.42
2023-01-16,16.335948944091797,16.335948944091797,16.335948944091797,16.335948944091797,0,20,0.02285703503208758,-0.10050256797711532,7.300000000000011,319.42,326.72
2023-01-17,16.427213668823242,16.427213668823242,16.427213668823242,16.427213668823242,0,20,0.005586741550416718,-0.09547730829913992,1.8199999999999932,326.72,328.54
2023-01-18,16.290319442749023,16.290319442749023,16.290319442749023,16.290319442749023,0,20,-0.008333380744540153,-0.10301504028115949,-2.730000000000018,328.54,325.81
2023-01-19,16.290319442749023,16.290319442749023,16.290319442749023,16.290319442749023,0,20,0.0,-0.10301504028115949,0.0,325.81,325.81
2023-01-20,16.290319442749023,16.290319442749023,16.290319442749023,16.290319442749023,0,20,0.0,-0.10301504028115949,0.0,325.81,325.81
2023-01-23,16.290319442749023,16.290319442749023,16.290319442749023,16.290319442749023,0,20,0.0,-0.10301504028115949,0.0,325.81,325.81
2023-01-24,16.609737396240234,16.609737396240234,16.609737396240234,16.609737396240234,0,20,0.01960783854569459,-0.08542710401307607,6.3799999999999955,325.81,332.19
2023-01-25,16.929154170026347,17.385465621948242,16.929154170026347,17.385465621948242,1000,20,0.04670322035817387,-0.04271360451818551,15.519999999999982,332.19,347.71
2023-01-26,17.248571395874023,17.248571395874023,17.248571395874023,17.248571395874023,0,20,-0.007874061532260446,-0.05025133650020508,-2.7399999999999523,347.71,344.97
2023-01-27,17.567991256713867,17.567991256713867,17.567991256713867,17.567991256713867,0,20,0.01851862705083218,-0.03266329520882605,6.389999999999986,344.97,351.36
2023-01-30,17.65925407409668,17.65925407409668,17.65925407409668,17.65925407409668,0,20,0.005194835086677063,-0.027638140554146262,1.829999999999984,351.36,353.19
2023-01-31,17.294206619262695,17.294206619262695,17.294206619262695,17.294206619262695,0,20,-0.02067173694326374,-0.04773854912627373,-7.310000000000002,353.19,345.88
2023-02-01,17.385465621948242,17.385465621948242,17.385465621948242,17.385465621948242,0,20,0.005276853960094474,-0.0427136045181854,1.829999999999984,345.88,347.71
2023-02-02,17.385464843077756,17.43109703063965,17.385464843077756,17.43109703063965,0,20,0.0026246871774200375,-0.04020102719084562,0.910000000000025,347.71,348.62
2023-02-03,17.52235984802246,17.52235984802246,17.52235984802246,17.52235984802246,0,20,0.0052356324574633906,-0.03517587253616594,1.829999999999984,348.62,350.45
2023-02-06,17.52235984802246,17.52235984802246,17.52235984802246,17.52235984802246,0,20,0.0,-0.03517587253616594,0.0,350.45,350.45
2023-02-07,17.476729905619532,17.84177875338243,17.476729905619532,17.7961483001709,635,20,0.015625090143285503,-0.020100408572126804,5.470000000000027,350.45,355.92
2023-02-08,16.83789397624443,16.83789397624443,15.925271034240723,15.925271034240723,150,20,-0.10512821282300788,-0.12311550136493477,-37.410000000000025,355.92,318.51
2023-02-09,16.335948944091797,16.335948944091797,16.335948944091797,16.335948944091797,0,20,0.02578781290240406,-0.10050256797711532,8.210000000000036,318.51,326.72
2023-02-10,16.518474578857422,16.518474578857422,16.518474578857422,16.518474578857422,0,20,0.011173249585334943,-0.09045225866775575,3.6499999999999773,326.72,330.37
2023-02-13,16.700998306274414,16.700998306274414,16.700998306274414,16.700998306274414,0,20,0.01104967208355978,-0.08040205438169201,3.6499999999999773,330.37,334.02
2023-02-14,16.746631622314453,16.746631622314453,16.746631622314453,16.746631622314453,0,20,0.0027323705567285916,-0.07788937203105639,0.910000000000025,334.02,334.93
2023-02-15,16.56410789489746,16.56410789489746,16.56410789489746,16.56410789489746,0,20,-0.010899130734671636,-0.08793957631712002,-3.650000000000034,334.93,331.28
2023-02-16,16.38158416748047,16.38158416748047,16.38158416748047,16.38158416748047,0,20,-0.011019230771445176,-0.09798978060318375,-3.6499999999999773,331.28,327.63
2023-02-17,16.38158416748047,16.38158416748047,16.38158416748047,16.38158416748047,0,20,0.0,-0.09798978060318375,0.0,327.63,327.63
2023-02-20,16.244688034057617,16.244688034057617,16.244688034057617,16.244688034057617,0,20,-0.00835670909621844,-0.10552761760849916,-2.740000000000009,327.63,324.89
2023-02-21,16.88352394104004,16.88352394104004,16.88352394104004,16.88352394104004,0,20,0.039325834121472614,-0.07035174507233255,12.78000000000003,324.89,337.67
2023-02-22,16.929155349731445,16.929155349731445,16.929155349731445,16.929155349731445,0,20,0.0027027182743815104,-0.06783916774499266,0.9099999999999682,337.67,338.58
2023-02-23,16.88352394104004,16.88352394104004,16.88352394104004,16.88352394104004,0,20,-0.0026954332776046863,-0.07035174507233244,-0.9099999999999682,338.58,337.67
2023-02-24,17.33983517303207,17.385465621948242,17.33983517303207,17.385465621948242,1,20,0.0297296750761904,-0.04271360451818551,10.039999999999964,337.67,347.71
2023-02-27,16.837894439697266,16.837894439697266,16.837894439697266,16.837894439697266,0,20,-0.03149591700090548,-0.07286421737637672,-10.949999999999989,347.71,336.76
2023-02-28,17.02041583531797,18.434982299804688,17.02041583531797,18.434982299804688,495,20,0.09485080606884577,0.015075358940744188,31.939999999999998,336.76,368.7
2023-03-01,18.434983482697326,18.434983482697326,17.97867202758789,17.97867202758789,150,20,-0.024752411735249225,-0.010050204286062958,-9.129999999999995,368.7,359.57
2023-03-02,17.933039415497475,18.982555389404297,17.933039415497475,18.982555389404297,150,20,0.055837458977836096,0.04522607682223123,20.079999999999984,359.57,379.65
2023-03-03,18.5262451171875,18.5262451171875,18.5262451171875,18.5262451171875,0,20,-0.02403840067136065,0.020100513595423974,-9.129999999999995,379.65,370.52
2023-03-06,18.343720660768014,18.343720660768014,17.841777020734757,17.887409210205078,457,20,-0.034482751520422794,-0.015075358940742745,-12.769999999999982,370.52,357.75
2023-03-07,17.841776659700248,17.841776659700248,17.704883575439453,17.704883575439453,99,20,-0.010204140388396232,-0.025125668250102207,-3.6499999999999773,357.75,354.1
2023-03-08,17.385465621948242,17.385465621948242,17.385465621948242,17.385465621948242,0,20,-0.01804123433685345,-0.04271360451818551,-6.390000000000043,354.1,347.71
2023-03-09,17.431099377679057,17.431099377679057,17.11168098449707,17.11168098449707,150,20,-0.015747903645763284,-0.057788858435633195,-5.479999999999961,347.71,342.23
2023-03-10,17.02041703026181,17.02041703026181,16.88352394104004,16.88352394104004,60,20,-0.013333409129339113,-0.07035174507233255,-4.560000000000002,342.23,337.67
2023-03-13,17.61362327805854,17.61362327805854,17.294206619262695,17.294206619262695,440,20,0.02432446446943337,-0.04773854912627373,8.20999999999998,337.67,345.88
